fid,observationid,categoryid,notes,confidence,userid,created_date,updated_date,huc8,hand,distance,twi,slope
777,786,1,,,,,,16010202,0,0,-1,1.872299552
778,787,2,,,,,,16010202,2.140352964,21.29325867,6.969779015,4.216971874
779,788,1,,,,,,16010202,0.739576161,9.522634506,10.49852848,4.243691444
780,789,2,,,,,,16010202,2.94791007,40.40111542,7.553910255,3.918386936
781,791,10,,,,,,16010202,60.07086945,311.3479004,6.896032333,3.694695234
782,792,1,,,,,,16010202,0.266317487,9.522634506,8.090994835,4.003593922
783,790,10,,,,,,16010202,31.96595764,128.1139526,6.383088589,9.312128067
784,793,2,,,,,,16010202,2.766861916,30.11321449,7.144071579,3.959140301
785,794,3,,,,,,16010202,5.716185093,74.37415314,8.515381813,4.415488243
786,795,10,,,,,,16010202,21.67206573,219.2275085,5.86527729,6.551855087
787,796,10,,,,,,16010202,17.236063,115.062439,5.777469635,12.40519047
788,744,10,,,,,,16010202,8.75390625,133.3168945,5.23576355,1.916332483
789,755,10,,,,,,16010202,0,0,7.768627644,7.006443977
790,773,2,,,,,,16010202,2.44126296,47.61317444,9.019903183,2.585525513
791,797,10,,,,,,16010203,134.6761627,354.298584,4.976882935,5.387530327
792,798,1,,,,,,16010203,0.747077942,9.22202301,7.153998375,3.938836575
793,799,10,,,,,,16010203,6.16383028,26.08382034,5.571774006,11.76508999
794,800,2,,,,,,16010203,2.219339132,13.04191017,7.047151566,5.055689335
795,801,10,,,,,,16010203,5.469398975,29.16259766,5.992115498,8.073313713
796,802,1,,,,,,16010203,1.580179572,9.22202301,8.318434715,4.742173195
797,803,1,,,,,,16010203,0,0,-1,2.367049456
798,804,3,,,,,,16010203,0.612060547,9.22202301,-1,3.049393415
799,805,2,,,,,,16010203,0,0,6.72731638,9.283802986
800,806,1,,,,,,16010203,0.897696257,9.22202301,14.44196033,2.824675798
801,807,1,,,,,,16010203,1.3046875,9.22202301,13.7737999,7.66581583
802,808,10,,,,,,16010203,15.2583971,36.88809204,3.627420902,20.71073341
803,809,2,,,,,,16010203,0,0,9.819104195,12.83388424
804,810,1,,,,,,16010203,2.091626406,9.22202301,10.87631893,9.748429298
805,811,1,,,,,,16010203,0.596313477,9.22202301,14.64413548,4.076123238
806,812,2,,,,,,16010203,1.892352104,9.22202301,7.751832485,3.426861048
807,813,1,,,,,,16010203,1.876708984,13.04191017,7.179723263,8.294869423
808,814,1,,,,,,16010203,0,0,8.833884239,4.672978878
809,815,2,,,,,,16010203,2.477416992,18.44404602,7.052933693,8.386212349
810,816,3,,,,,,16010203,1.348266602,9.22202301,6.960532665,7.497804642
811,817,1,,,,,,16010203,0,0,-1,2.660630465
812,818,1,,,,,,16010203,0,0,7.473070145,6.288270473
813,819,2,,,,,,16010203,1.020629883,9.22202301,7.371209621,5.078431129
814,820,10,,,,,,16010203,5.817732811,27.66607094,6.262083054,9.889929771
815,822,1,,,,,,5020004,0,0,7.248821735,5.279709816
816,823,10,,,,,,5020004,7.633602619,31.21508217,6.473490715,16.61635399
817,824,10,,,,,,5020004,5.642939091,13.95980835,3.804353476,10.88105679
818,825,1,,,,,,5020004,0,0,8.116024017,8.257335663
819,826,1,,,,,,5020004,0.376342773,9.87107563,10.82172871,6.713432789
820,827,1,,,,,,5020004,1.398982882,13.95980835,5.021663666,4.029729843
821,828,1,,,,,,5020004,0,0,17.67900467,1.213097095
822,829,10,,,,,,5020004,0,0,6.412472725,20.26639557
823,830,10,,,,,,5020004,3.655742884,29.61322594,8.139070511,7.520195961
824,831,10,,,,,,5020004,7.178972721,22.07239723,5.504894733,13.84628391
825,832,1,,,,,,5020004,0,0,17.66148186,2.621766806
826,833,1,,,,,,5020004,0,0,5.299081802,8.604450226
827,834,1,,,,,,5020004,0,0,7.650195599,3.645001888
828,835,10,,,,,,5020004,6.619384766,27.9196167,7.301504612,3.983323574
829,836,10,,,,,,5020004,7.088989258,35.59067154,6.931726456,3.629334927
830,821,10,,,,,,16010203,6.008708954,33.25047684,6.292026043,9.066286087
831,837,1,,,,,,10080010,0,17.11576653,-1,0
832,838,8,,,,,,10080010,44.9192009,68.4630661,5.058479309,26.00904465
833,840,8,,,,,,10080010,46.37627411,164.6141663,4.150441647,9.362038612
834,839,4,,,,,,10080010,0.782052517,8.557883263,7.431857586,3.704962015
835,841,4,,,,,,10080010,0.74513799,8.557883263,6.728213787,4.427332878
836,842,1,,,,,,16010203,1.169248819,13.04191017,8.499051094,4.664723873
837,843,2,,,,,,16010203,2.32566452,18.44404602,8.517489433,6.443408966
838,844,1,,,,,,16010203,4.573482037,13.04191017,8.108333588,9.653576851
839,845,1,,,,,,16010203,0,0,-1,4.38099575
840,846,3,,,,,,16010203,2.198701859,9.22202301,7.285802841,10.55582523
841,847,1,,,,,,16010203,0,0,6.091122627,5.951352596
842,848,10,,,,,,16010203,0,0,12.17594051,7.923597813
843,849,10,,,,,,16010203,7.620628357,29.16259766,4.834998131,9.309952736
844,850,1,,,,,,16010203,1.564208984,9.22202301,7.082984924,7.673511505
845,851,6,,,,,,16010203,3.678159237,18.44404602,6.23819828,9.719770432
846,852,1,,,,,,16010203,0,0,-1,3.777888775
847,853,10,,,,,,16010203,6.566280842,29.16259766,8.77696991,8.572343826
848,855,2,,,,,,16010203,0,0,-1,6.653344631
849,856,5,,,,,,16010203,1.808471799,9.22202301,-1,3.499657869
850,857,5,,,,,,16010203,2.006008387,9.22202301,-1,7.375006199
851,858,10,,,,,,16010203,20.16233063,64.55416107,6.729104996,14.07379627
852,860,1,,,,,,16010203,0,0,-1,11.70928955
853,861,10,,,,,,16010203,26.73106194,46.11011887,6.637612343,24.47608376
854,862,1,,,,,,16010203,3.541870117,9.22202301,6.060362816,21.4140377
855,863,10,,,,,,16010203,20.31103706,41.24214554,4.619860172,35.02256775
856,864,10,,,,,,16010203,59.74386597,78.79299927,4.020584583,28.01687622
857,865,1,,,,,,16010203,2.234411955,13.04191017,6.90799284,7.052140236
858,866,10,,,,,,16010203,4.561403275,26.08382034,6.100219727,9.508302689
859,867,10,,,,,,16010203,34.89863205,111.0478668,4.289842606,3.8456285
860,868,1,,,,,,16010203,3.569057703,9.22202301,4.407707214,13.7823
861,869,1,,,,,,16010203,0,0,17.34495163,1.617935181
862,870,2,,,,,,16010203,1.788139343,9.22202301,6.483277798,7.760941505
863,871,2,,,,,,16010203,0,0,19.92115784,1.970771313
864,872,2,,,,,,16010203,0.567016602,9.22202301,6.208054543,2.722275972
865,873,10,,,,,,16010203,11.05618668,38.02337646,3.96564126,10.42443466
866,874,1,,,,,,16010203,0.80468756,9.22202301,6.119624615,7.435039043
867,854,10,,,,,,16010203,6.839993954,27.66607094,6.275790215,11.59667492
868,859,10,,,,,,16010203,2.520732403,9.22202301,6.056513309,10.65683079
869,875,10,,,,,,16010203,8.024814606,18.44404602,5.227696896,26.72170639
870,876,1,,,,,,16010203,2.193725586,9.22202301,17.97498894,2.03538537
871,877,1,,,,,,16010203,0,0,-1,0.677494168
872,878,2,,,,,,16010203,1.507812619,9.22202301,6.274691105,12.29318714
873,879,1,,,,,,16010203,2.802253962,13.04191017,12.14036655,5.115465164
874,880,2,,,,,,16010203,16.63238525,74.35033417,6.049031258,6.604710102
875,881,2,,,,,,16010203,2.193802595,20.62107277,8.280971527,6.535966396
876,882,3,,,,,,16010203,1.692836881,9.22202301,7.134747028,10.152668
877,883,1,,,,,,16010203,0,0,17.68159866,2.223953962
878,884,10,,,,,,16010203,42.68837357,74.35033417,4.32641077,31.32610703
879,885,1,,,,,,16010203,0,0,16.69581223,4.61396265
880,886,10,,,,,,16010203,18.0969429,99.32423401,9.541339874,13.28097725
881,887,1,,,,,,16010203,2.671178818,13.04191017,6.016616821,10.08751011
882,888,2,,,,,,16010203,0,0,17.64727974,4.160017967
883,889,10,,,,,,16010203,24.2240696,116.6503906,6.739723206,5.740215778
884,890,10,,,,,,16010203,37.56884003,193.6624908,7.044716358,4.852799416
885,891,1,,,,,,16010203,0.882670999,9.22202301,6.444568634,4.328350544
886,892,2,,,,,,16010203,1.450239182,13.04191017,7.1153965,5.255946636
887,893,5,,,,,,16010203,5.36254549,38.02337646,6.576999187,20.26177788
888,894,1,,,,,,16010203,0,0,-1,1.505126238
889,895,4,,,,,,16010203,2.710828066,20.62107277,7.222682953,8.733111382
890,896,10,,,,,,16010203,71.30420685,64.55416107,3.580928087,44.22121429
891,897,10,,,,,,16010203,87.57100677,150.1236725,4.535926342,37.63035202
892,898,1,,,,,,16010203,19.53478241,210.4965973,10.59506607,5.523184776
893,899,10,,,,,,16010203,74.60663605,73.77618408,2.749012232,23.41054153
894,900,10,,,,,,16010203,43.20053482,66.50095367,4.285600185,35.69047928
895,901,1,,,,,,16010203,0.750488281,9.22202301,7.683317184,13.55705166
896,902,10,,,,,,16010203,25.42968369,41.24214554,3.827870846,37.79154587
897,903,1,,,,,,16010203,0.00012207,230.5505981,-1,0.085265107
898,904,2,,,,,,16010203,0.002685547,197.1443329,-1,0.810405076
899,905,10,,,,,,16010203,53.65588379,115.5516205,2.798369884,39.76067352
900,906,10,,,,,,16010203,29.82312012,230.5505981,6.400508404,28.06605148
901,907,2,,,,,,16010203,0.27331543,164.9685822,10.95540619,0.266776949
902,908,1,,,,,,16010203,0,0,5.529865265,0.711502969
903,909,2,,,,,,16010203,0.153686523,20.62107277,8.39496994,1.660442114
904,910,10,,,,,,16010203,7.41681242,74.35033417,4.976845741,1.108831167
905,911,10,,,,,,16010203,46.40769577,65.20955658,4.948455811,33.51734543
906,912,2,,,,,,16010203,0,9.22202301,-1,3.189939499
907,913,1,,,,,,16010203,0,0,-1,0.588424265
908,914,10,,,,,,16010203,1.237060547,38.02337646,-1,1.003496885
909,915,1,,,,,,16010203,0,0,-1,0.622783422
910,916,3,,,,,,16010203,2.019654274,161.0557098,7.793988228,0.522572935
911,917,3,,,,,,16010203,1.559449434,221.3285675,-1,0.319392234
912,918,1,,,,,,16010203,0.989746094,9.22202301,4.779844284,4.086694241
913,919,2,,,,,,16010203,0.227661192,46.11011887,10.63218021,0.492696196
914,920,1,,,,,,16010203,0,0,-1,2.431070089
915,921,8,,,,,,16010203,4.137224674,41.24214554,7.526085377,0.062924355
916,922,8,,,,,,16010203,1.590445995,55.33214188,9.176359177,0.032700341
917,923,8,,,,,,16010203,1.198245049,65.20955658,-1,0.911314607
918,924,1,,,,,,16010203,0.088378906,18.44404602,8.239078522,2.141486168
919,925,6,,,,,,16010203,1.758302093,33.25047684,5.036888599,0.671400726
920,926,6,,,,,,16010203,0.107788205,204.7621613,-1,0.820962608
921,927,1,,,,,,16010203,0,0,-1,1.640129328
922,928,2,,,,,,16010203,0,49.662117,-1,2.39646697
923,929,5,,,,,,16010203,1.625611305,132.0392914,-1,0.939461112
924,930,1,,,,,,16010203,0,0,-1,0
925,931,1,,,,,,16010203,0,0,5.857432842,1.230380654
926,932,10,,,,,,16010203,47.25687408,332.5047913,6.873435974,1.682375908
927,933,8,,,,,,16010203,24.78723145,115.5516205,7.142523289,31.81802368
928,934,10,,,,,,16010203,78.50146484,163.1542511,3.709641218,39.891716
929,935,3,,,,,,16010203,1.171264648,73.77618408,-1,1.489174604
930,936,10,,,,,,16010203,2.954101563,27.66607094,5.983436584,24.82640648
931,937,10,,,,,,16010203,18.98132324,46.11011887,4.129777908,35.45572281
932,938,3,,,,,,16010203,0.763061583,13.04191017,8.21193409,0.680411339
933,939,1,,,,,,16010203,0,0,16.17559433,7.979121685
934,940,1,,,,,,16010203,0,0,-1,0.182053268
935,941,2,,,,,,16010203,0.80517602,18.44404602,6.002785206,1.175960422
936,943,8,,,,,,16010203,29.88793945,161.319519,4.000020027,22.31678581
937,944,10,,,,,,16010203,132.1961365,216.0789337,3.51281333,32.81048965
938,945,10,,,,,,16010203,17.80822754,99.75143433,4.653781414,29.10250282
939,946,1,,,,,,16010203,0,0,-1,0.806560397
940,947,2,,,,,,16010203,0.03894043,27.66607094,9.748311043,0.797188461
941,948,4,,,,,,16010203,0.288574368,82.48429108,7.25536108,0.270141751
942,950,10,,,,,,16010203,21.03161621,119.8862991,5.348730087,23.36124992
943,951,10,,,,,,16010203,57.28330994,64.55416107,3.60125351,36.70746994
944,952,1,,,,,,16010203,0,0,6.874498844,3.372103453
945,953,5,,,,,,16010203,1.13659668,59.04976273,-1,0.426586866
946,954,2,,,,,,16010203,0.190917969,9.22202301,6.253194332,0.362319529
947,955,2,,,,,,16010203,0.460693449,13.04191017,5.139430523,1.419122577
948,956,10,,,,,,16010203,87.56604004,96.28075409,1.415650606,48.37674332
949,957,2,,,,,,16010203,0.182861328,18.44404602,5.785762787,0.493282378
950,958,2,,,,,,16010203,2.713379383,66.50095367,5.875496864,1.583609581
951,959,1,,,,,,10130304,0,0,-1,11.27554131
952,960,5,,,,,,10130304,0,0,-1,1.937065244
953,961,1,,,,,,10130304,0,0,4.057654858,16.26198959
954,962,10,,,,,,10130304,32.29212952,300.0302734,6.181943893,3.812529087
955,963,1,,,,,,10130304,0,0,-1,5.586007118
956,964,10,,,,,,10130304,23.17282104,91.80539703,5.168364048,1.000852466
957,965,1,,,,,,10130304,0,0,-1,12.39634418
958,966,10,,,,,,10130304,21.52310181,150.8904572,5.478467941,1.967034221
959,942,3,,,,,,16010203,0.730224729,66.50095367,11.51286888,0.246770188
960,949,5,,,,,,16010203,0.117797852,78.25145721,-1,0.439082474
961,629,5,,,,,,10190010,20.15308189,128.5759277,6.105351925,2.657828331
962,621,3,,,,,,10190010,0,0,21.23716354,0.030287689
963,622,3,,,,,,10190010,0,0,15.51533318,0.156606436
964,626,5,,,,,,10190010,0,0,-1,0
965,628,3,,,,,,10190010,0,0,-1,0.716728866
966,634,5,,,,,,10190010,6.744384766,41.96165085,6.693907738,6.244519711
967,967,10,,,,,,10190010,86.06346893,385.7278137,7.463861465,2.006354809
968,968,10,,,,,,10190010,82.15209198,293.5650024,6.955972195,1.331241608
969,969,10,,,,,,10190010,51.68087006,526.5216675,7.827353477,1.369501472
970,970,10,,,,,,10190010,90.16041565,889.0964966,7.765646458,1.317528486
971,971,10,,,,,,10190010,25.54670525,506.6385803,8.30137825,0.752122223
972,972,10,,,,,,10190010,39.5703125,431.7951965,7.422482014,1.411596656
973,973,10,,,,,,10190010,56.74634552,938.8121948,4.855940342,0.878776789
974,974,1,,,,,,10190010,0,0,7.073581696,1.486057281
975,975,2,,,,,,10190010,0,0,-1,0.900857329
976,976,10,,,,,,10190010,46.56989288,468.6239929,6.38604784,0.564439237
977,977,3,,,,,,10190010,0,0,-1,1.356483221
978,978,3,,,,,,10190010,0.844058871,22.1157341,-1,1.01879549
979,979,3,,,,,,10190010,0.377918184,31.27636909,11.65169144,0.495517522
980,980,3,,,,,,10190010,0.269042969,31.27636909,9.093261719,0.90344125
981,981,1,,,,,,10190010,0,0,-1,1.268096805
982,982,1,,,,,,10190010,0,0,7.666533947,2.459700823
983,983,1,,,,,,10190010,0,0,8.856223106,1.943660617
984,984,5,,,,,,10190010,10.74049759,225.5371094,5.270717621,10.49827671
985,985,2,,,,,,10190010,7.189716816,213.9632874,12.63094807,3.658227205
986,986,5,,,,,,10190010,10.1372261,223.7954865,5.315070629,10.45397663
987,987,2,,,,,,10190010,6.824970722,156.3818359,-1,1.424210072
988,988,2,,,,,,10190010,7.071796894,88.4629364,4.617052555,3.987947226
989,989,1,,,,,,10190010,0,0,-1,2.627679348
990,990,1,,,,,,10190010,0.153320313,9.8904562,9.386418343,2.206164598
991,991,1,,,,,,10190010,0.347167969,9.8904562,6.622731209,5.270197392
992,992,1,,,,,,10190010,0,0,-1,0.827139854
993,993,3,,,,,,10190010,0.645163894,9.8904562,6.401494503,4.40358305
994,994,1,,,,,,10190010,0.139160156,9.8904562,13.22800922,0.587323904
995,995,1,,,,,,10190010,0.100097656,9.8904562,9.802716255,0.847497702
996,996,10,,,,,,10190010,29.17204285,288.3538818,5.009328365,3.929301023
997,997,10,,,,,,10190010,25.3379097,239.4226074,4.622240067,3.101003408
998,998,1,,,,,,10190010,0,0,10.27119255,1.311638594
999,999,1,,,,,,10190010,0,0,-1,0.379685253
1000,1000,1,,,,,,10190010,0,0,-1,0.304680943
1001,1001,1,,,,,,10190010,0,0,11.11551094,0.400385052
1002,1002,1,,,,,,10190010,0,0,-1,0.256653965
1003,1003,1,,,,,,10190010,0,0,-1,0.265480906
1004,1004,1,,,,,,10190010,0,0,-1,0.223590687
1005,1005,1,,,,,,10190010,0,0,10.65919781,0.325677305
1006,1006,8,,,,,,10190010,29.68275642,1158.239624,12.45859241,2.583598852
1007,1007,8,,,,,,10190010,39.00152588,1396.762085,7.654304028,0.595334053
1008,1008,8,,,,,,10190010,38.44565582,1288.419434,9.44340229,0.200146303
1009,1009,8,,,,,,10190010,44.50072861,1348.733521,7.268474102,0.094824627
1010,1010,1,,,,,,10190010,0,0,6.028297424,7.039937973
1011,1011,1,,,,,,10190010,0,0,6.111718655,6.768678665
1012,1012,1,,,,,,10080010,0.172363281,8.557883263,9.813802719,0.991514385
1013,1013,10,,,,,,10080010,24.22431564,54.12480927,6.466543198,2.005732775
1014,1014,10,,,,,,10080010,41.4408493,239.7734985,5.381248951,1.329386473
1015,1015,6,,,,,,10080010,5.839321613,172.011322,9.391188622,3.821265459
1016,1016,8,,,,,,10080010,23.26366043,179.7155457,5.337671757,3.685505867
1017,1017,2,,,,,,10080010,0.909532368,34.23153305,10.63196087,0.543737531
1018,1018,3,,,,,,10080010,2.803612709,154.2794342,9.4997015,0.72462827
1019,1019,1,,,,,,10080010,0,0,7.371386528,1.203510642
1020,1020,10,,,,,,10080010,38.17180634,59.90518188,6.173811913,3.022500277
1021,1021,10,,,,,,10080010,11.95992851,206.8105927,8.670991898,1.010094404
1022,1022,1,,,,,,10080010,1.650667429,17.11576653,6.831106186,4.179474831
1023,1023,2,,,,,,10080010,8.362124443,85.57883453,15.42455387,0.982922614
1024,1024,10,,,,,,10080010,29.4698925,103.4052963,4.846367359,13.22133541
1025,1025,10,,,,,,10080010,44.46928787,128.3682404,6.5160079,2.719111204
1026,1026,1,,,,,,10080010,0.024047853,8.557883263,-1,0.121025369
1027,1027,2,,,,,,10080010,5.976724148,51.34730148,10.23492432,1.596327543
1028,1028,1,,,,,,10080010,0,0,-1,1.386026859
1029,1029,8,,,,,,10080010,22.61554718,107.2299728,5.935213566,1.899893522
1030,1030,4,,,,,,10080010,4.434660435,30.85588646,5.59794426,8.683403969
1031,1031,2,,,,,,10080010,4.255563259,17.11576653,5.149008274,17.04038811
1032,1032,1,,,,,,10080010,0,0,17.72228432,0.539003015
1033,1033,1,,,,,,10080010,0,0,-1,0.718208432
1034,1034,1,,,,,,17070301,0.739379883,59.09482193,-1,2.77894783
1035,1035,10,,,,,,17070301,16.35007095,186.8742218,6.874046803,11.53374195
1036,1036,3,,,,,,17070301,1.468078732,46.14530182,5.911344528,0.698952973
1037,1037,1,,1,,,,17070204,0,0,5.3541255,1.181484938
1038,1038,10,,1,,,,17070204,78.6869812,276.8226013,4.063616753,30.45519447
1039,1039,3,,0.8,,,,17070204,2.33027482,17.71267891,4.75741291,3.45524168
1040,1040,9,,0.7,,,,17070204,1.71496582,31.93198586,10.8225565,0.995479226
1041,1041,1,,,,,,5010003,0,0,11.44683933,0.014091813
1042,1042,1,,,,,,5010003,0,0,11.86343479,0.077931091
1043,1043,1,,,,,,5010003,0,0,-1,0.076384611
1044,1044,2,,,,,,5010003,0,0,6.681209087,2.549984932
1045,1045,2,,,,,,5010003,0,0,8.349609375,0.792448401
1046,1046,2,,,,,,5010003,0,0,5.810817719,0.740892589
1047,1047,3,,,,,,5010003,0,0,9.445138931,0.387975365
1048,1048,9,,,,,,5010003,50.77945709,158.7629547,8.989646912,2.474348307
1049,1049,10,,,,,,5010003,120.8890762,198.2252197,4.776538849,12.93243313
1050,1050,5,,,,,,5010003,10.29503441,66.48027039,6.368298531,5.510126591
1051,1051,1,,,,,,5010003,0,0,8.226500511,0.555269897
1052,1052,1,,,,,,5010003,0.534362793,8.310033798,5.82515049,1.119637966
1053,1053,2,,,,,,5010003,0.855792999,11.75216103,-1,0.000836074
1054,1054,2,,,,,,5010003,0.833221436,16.6200676,5.558813095,0.95595181
1055,1055,8,,,,,,5010003,17.80515289,81.84433746,6.343892097,6.116501808
1056,1056,8,,,,,,5010003,19.53437424,118.981575,4.351976395,8.501790047
1057,1057,10,,,,,,5010003,67.04193878,362.9877625,5.202127934,3.693798304
1058,1058,10,,,,,,5010003,82.42997742,387.0192566,-1,4.418081284
1059,1059,6,,,,,,5010003,8.2371521,88.33686829,6.309350014,7.891938686
1060,1060,6,,,,,,5010003,6.063159466,47.0086441,6.665047646,9.486365318
1061,1061,5,,,,,,5010003,4.825012684,71.00095367,5.523429871,3.652140379
1062,1062,1,,,,,,5010003,0,0,-1,0.061325435
1063,1063,1,,,,,,5010003,0,0,-1,0.055693612
1064,1064,1,,,,,,5010003,0,0,14.34383297,0.087224402
1065,1065,2,,,,,,5010003,0,0,4.442118645,1.390401363
1066,1066,5,,,,,,5010003,8.599537849,44.75089645,10.76289654,6.091655731
1067,1067,5,,,,,,5010003,9.867472649,60.49795532,6.532418728,2.179056883
1068,1068,10,,,,,,5010003,105.6334534,286.9068298,6.048877716,9.791781425
1069,1069,10,,,,,,5010003,78.0790863,397.6678467,4.77846384,14.66543674
1070,1070,2,,,,,,5010003,0,0,-1,0.307580888
1071,1071,1,,,,,,5010003,0,0,15.92714977,0.009425898
1072,1072,1,,,,,,5010003,0,0,-1,0.014925757
1073,1073,5,,,,,,5010003,9.86348629,78.396698,8.359069824,3.50785923
1074,1074,10,,,,,,5010003,117.8087845,282.5411377,5.65124464,5.032001972
1075,1075,10,,,,,,5010003,122.2002945,295.0939636,6.798409462,3.73399663
1076,1076,1,,,,,,5010003,0.139986083,8.310033798,6.057407379,0.929794729
1077,1077,1,,,,,,5010003,0,0,-1,2.06200552
1078,1078,2,,,,,,5010003,0.043304443,8.310033798,8.26034832,0.70530951
1079,1079,2,,,,,,5010003,0.03137207,18.58179855,10.62953186,0.626485944
1080,1080,10,,,,,,5010003,3.672668457,59.92449951,7.354959011,1.714854956
1081,1081,6,,,,,,5010003,0.227203369,35.25648499,7.935779572,1.791694164
1082,1082,6,,,,,,5010003,0.218933105,24.93009949,8.886152267,4.997900009
1083,1083,1,,,,,,5010003,0,0,-1,0.505381465
1084,1084,2,,,,,,5010003,0,41.55016708,-1,0.02132491
1085,1085,2,,,,,,5010003,0,24.93009949,-1,0.313207835
1086,1086,3,,,,,,5010003,0,109.3014297,-1,0.041299783
1087,1087,3,,,,,,5010003,0,94.74895477,-1,0.395867467
1088,1088,5,,,,,,5010003,0.768676758,174.7084503,7.337436199,2.107518673
1089,1089,5,,,,,,5010003,0.465484619,145.1284943,6.385305882,1.742958665
1090,1090,1,,,,,,5010003,0,0,-1,0.092644803
1091,1091,4,,,,,,5010003,-3.40E+38,108.3495712,-1,0.193627864
1092,1092,4,,,,,,5010003,-3.40E+38,132.9605408,6.984166622,0.238981187
1093,1093,5,,,,,,5010003,-3.40E+38,129.2737885,-1,0.195830211
1094,1094,10,,,,,,5010003,-3.40E+38,515.4900513,4.745281219,1.818242908
1095,1095,10,,,,,,5010003,-3.40E+38,383.0735779,7.844523907,0.54289645
1096,1096,1,,,,,,5010003,0,0,-1,0.484117359
1097,1097,4,,,,,,5010003,0.04818726,11.75216103,11.95506763,0.383434862
1098,1098,5,,,,,,5010003,2.797851563,26.27863121,6.311777115,5.409962654
1099,1099,10,,,,,,5010003,17.10924339,116.3404617,6.393227577,5.224959373
1100,1100,1,,,,,,5010003,0,0,19.35952759,0.036616128
1101,1101,1,,,,,,5010003,0,0,-1,0.035905741
1102,1102,4,,,,,,5010003,2.192994356,74.32719421,7.451169968,0.432475805
1103,1103,4,,,,,,5010003,1.229766846,91.41036224,6.556105137,0.214055762
1104,1104,5,,,,,,5010003,5.989473343,147.0195007,4.499366283,7.346009731
1105,1105,5,,,,,,5010003,2.056732655,224.5247345,8.887673378,7.262826443
1106,1106,6,,,,,,5010003,26.59502792,35.25648499,4.819904327,28.67065239
1107,1107,6,,,,,,5010003,11.59967041,247.9121399,4.264436245,27.01434326
1108,1108,10,,,,,,5010003,39.78485107,314.5762024,4.126977444,4.379168034
1109,1109,10,,,,,,5010003,148.9850922,252.7397919,4.549315453,9.742124557
1110,1110,1,,,,,,5010003,0,0,-1,0.045837212
1111,1111,1,,,,,,5010003,0,0,-1,0.05280498
1112,1112,1,,,,,,5010003,0,0,-1,0.058412068
1113,1113,2,,,,,,5010003,0,0,5.235752583,0.697425246
1114,1114,3,,,,,,5010003,0,0,4.824300289,1.168380618
1115,1115,5,,,,,,5010003,2.905474901,66.48027039,6.387693882,0.780637503
1116,1116,5,,,,,,5010003,2.632372856,194.5328827,5.625888824,0.444362819
1117,1117,5,,,,,,5010003,1.652269483,23.50432205,6.91261816,1.279980779
1118,1118,6,,,,,,5010003,2.82131958,16.6200676,5.867203712,12.39162254
1119,1119,6,,,,,,5010003,4.238626957,16.6200676,5.19820261,15.55287933
1120,1120,1,,,,,,5010003,0,0,13.34857655,1.714514017
1121,1121,4,,,,,,5010003,1.216766357,24.93009949,4.293691635,3.345162153
1122,1122,4,,,,,,5010003,2.213104248,29.96224976,6.121522903,5.754813194
1123,1123,6,,,,,,5010003,3.119110107,102.789444,7.058394432,5.09039402
1124,1124,10,,,,,,5010003,31.79476929,141.2705688,5.350505829,11.77986813
1125,1125,1,,,,,,5010003,0.034545898,8.310033798,-1,1.806522846
1126,1126,1,,,,,,5010003,0,0,-1,2.444670439
1127,1127,2,,,,,,5010003,0.922424316,18.58179855,5.78979063,0.800849915
1128,1128,2,,,,,,5010003,2.739501953,48.45540237,7.848239422,6.143465042
1129,1129,2,,,,,,5010003,1.650217175,35.25648499,8.274171829,3.35375762
1130,1130,4,,,,,,5010003,1.063964844,53.21017456,5.924703598,0.07551486
1131,1131,6,,,,,,5010003,8.467713356,83.10033417,5.022620201,8.398106575
1132,1132,6,,,,,,5010003,2.545593262,83.51480103,7.717875481,4.277256489
1133,1133,10,,,,,,5010003,55.79058075,256.6710815,5.614862919,11.65724182
1134,1134,10,,,,,,5010003,55.93309784,223.2910767,4.151468754,8.594362259
1135,1135,10,,,,,,5020004,126.1074448,227.2492218,2.586187124,17.08793068
1136,1136,10,,,,,,5020004,114.9482269,207.2925873,3.549757957,6.961985588
1137,1137,9,,,,,,5020004,57.41493607,185.4606781,6.196499825,0.360470772
1138,1138,1,,,,,,5020004,0,0,7.54792881,1.036307931
1139,1139,1,,,,,,5020004,0.868878603,84.33850861,12.43554783,0.79870832
1140,1140,2,,,,,,5020004,0.219464511,19.74215126,-1,0.209311634
1141,1141,2,,,,,,5020004,0.175713897,27.9196167,8.60402298,0.394044697
1142,1142,3,,,,,,5020004,0.33549583,9.87107563,7.776286125,1.182051778
1143,1143,1,,,,,,5020004,0,0,6.176069736,0.992002845
1144,1144,5,,,,,,5020004,4.385879993,35.59067154,9.546967506,1.334925771
1145,1145,5,,,,,,5020004,3.856488466,69.09752655,8.015713692,6.533468723
1146,1146,5,,,,,,5020004,4.322173119,29.61322594,8.720804214,2.424792767
1147,1147,4,,,,,,5020004,4.569580078,49.3553772,6.526343822,0.16172199
1148,1148,4,,,,,,5020004,2.536255121,110.3619843,5.894694328,2.862751245
1149,1149,6,,,,,,5020004,10.35949707,134.2611389,6.39725256,27.74800873
1150,1150,1,,,,,,5020004,0,0,-1,2.975234032
1151,1151,6,,,,,,5020004,3.997070313,13.95980835,6.138345242,30.7979126
1152,1152,6,,,,,,5020004,5.971361637,13.95980835,9.040221214,20.05844116
1153,1153,10,,,,,,5020004,105.9273911,202.5375214,3.3411057,29.48072624
